,year,source,target
9939,1989.0,Ukraine. Ukranian diaspora literature. Poland,"Тхір, Богдан"
9940,1991.0,M. S. Gorbachev (1985 - 1991),Ukraine. Ukranian diaspora literature. Canada
9941,1991.0,Ukraine. Ukranian diaspora literature. Canada,"Цап, Волтер"
9942,1991.0,M. S. Gorbachev (1985 - 1991),Ukraine. Ukranian diaspora literature. Canada
9943,1991.0,Ukraine. Ukranian diaspora literature. Canada,"Цап, Волтер"
9944,1991.0,M. S. Gorbachev (1985 - 1991),Ukraine. Ukranian diaspora literature. Canada
9945,1991.0,Ukraine. Ukranian diaspora literature. Canada,"Цап, Волтер"
9946,1991.0,M. S. Gorbachev (1985 - 1991),Ukraine. Ukranian diaspora literature. Canada
9947,1991.0,Ukraine. Ukranian diaspora literature. Canada,"Чернецький, Сава"
9948,1989.0,M. S. Gorbachev (1985 - 1991),Ukraine. Ukranian diaspora literature. Poland
9949,1989.0,Ukraine. Ukranian diaspora literature. Poland,"Чех, Мирослав"
9950,1989.0,M. S. Gorbachev (1985 - 1991),Ukraine. Ukranian diaspora literature. Poland
9951,1989.0,Ukraine. Ukranian diaspora literature. Poland,"Чех, Мирослав"
9952,1991.0,M. S. Gorbachev (1985 - 1991),Ukraine. Ukranian diaspora literature. Canada
9953,1991.0,Ukraine. Ukranian diaspora literature. Canada,"Шевчук, Тетяна"
9954,1990.0,M. S. Gorbachev (1985 - 1991),Ukraine. Ukranian diaspora literature. Slovakia
9955,1990.0,Ukraine. Ukranian diaspora literature. Slovakia,"Ярмак, Леся"
9956,1976.0,L. I. Brezhnev (1964 - 1982),Uruguay
9957,1976.0,Uruguay,"Бенедетті, Маріо"
9958,1987.0,M. S. Gorbachev (1985 - 1991),Uruguay
9959,1987.0,Uruguay,"Бенедетті, Маріо"
9960,1983.0,Y. V. Andropov (1982 - 1984),Uruguay
9961,1983.0,Uruguay,"Бенедетті, Маріо"
9962,,,
9963,,,
9964,1971.0,L. I. Brezhnev (1964 - 1982),Uruguay
9965,1971.0,Uruguay,"Бенітес, Отто"
9966,1970.0,L. I. Brezhnev (1964 - 1982),Uruguay
9967,1970.0,Uruguay,"Варела, Луїс Альберто"
9968,1976.0,L. I. Brezhnev (1964 - 1982),Uruguay
9969,1976.0,Uruguay,"Гравіна, Альфредо"
9970,,,
9971,,,
9972,1989.0,M. S. Gorbachev (1985 - 1991),Uruguay
9973,1989.0,Uruguay,"Кірога, Орасіо"
9974,1971.0,L. I. Brezhnev (1964 - 1982),Uruguay
9975,1971.0,Uruguay,"Маркес, Сельва"
9976,1971.0,L. I. Brezhnev (1964 - 1982),Uruguay
9977,1971.0,Uruguay,"Саралегі, Хувеналь Ортіс"
9978,1971.0,L. I. Brezhnev (1964 - 1982),Uruguay
9979,1971.0,Uruguay,"Феррейро, Альфредо Маріо"
9980,1971.0,L. I. Brezhnev (1964 - 1982),Uruguay
9981,1971.0,Uruguay,"Фігередо, Альваро"
9982,1980.0,L. I. Brezhnev (1964 - 1982),Philippines
9983,1980.0,Philippines,"Булосан, Карлос"
9984,,,
9985,,,
9986,1958.0,N. S. Khrushchev (1953 - 1964),Philippines
9987,1958.0,Philippines,"Вілья, Хосе Гарсіа"
9988,,,
9989,,,
9990,1969.0,L. I. Brezhnev (1964 - 1982),Philippines
9991,1969.0,Philippines,"Дісон, Пауло"
9992,,,
9993,,,
9994,1967.0,L. I. Brezhnev (1964 - 1982),Philippines
9995,1967.0,Philippines,"Круз, Мануель"
9996,1958.0,N. S. Khrushchev (1953 - 1964),Philippines
9997,1958.0,Philippines,"Пандан, Педро"
9998,1972.0,L. I. Brezhnev (1964 - 1982),Philippines
9999,1972.0,Philippines,"Рейєс, Корнеліо"
10000,,,
10001,,,
10002,1970.0,L. I. Brezhnev (1964 - 1982),Philippines
10003,1970.0,Philippines,"Рісаль, Хосе"
10004,1983.0,Y. V. Andropov (1982 - 1984),Philippines
10005,1983.0,Philippines,"Росес, Алехандро Р"
10006,,,
10007,,,
10008,1970.0,L. I. Brezhnev (1964 - 1982),Philippines
10009,1970.0,Philippines,"Сіоніл, Хосе Франсіско"
10010,,,
10011,,,
10012,1970.0,L. I. Brezhnev (1964 - 1982),Philippines
10013,1970.0,Philippines,"Сіоніл, Хосе Франсіско"
10014,,,
10015,,,
10016,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10017,1973.0,Finland,"Андерссон, Клас"
10018,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10019,1973.0,Finland,"Андерссон, Клас"
10020,1975.0,L. I. Brezhnev (1964 - 1982),Finland
10021,1975.0,Finland,"Вала, Катрі"
10022,1984.0,K. U. Chernenko (1984 - 1985),Finland
10023,1984.0,Finland,"Вала, Катрі"
10024,1980.0,L. I. Brezhnev (1964 - 1982),Finland
10025,1980.0,Finland,"Вяльк’япаа, Нільс-Аслак"
10026,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10027,1973.0,Finland,"Ларні, Мартті"
10028,,,
10029,,,
10030,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10031,1973.0,Finland,"Маннер, Ева-Лііса"
10032,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10033,1973.0,Finland,"Мері, Вейо"
10034,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10035,1973.0,Finland,"Міккола, Марія-Леена"
10036,,,
10037,,,
10038,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10039,1973.0,Finland,"Нуммі, Лассі"
10040,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10041,1973.0,Finland,"Оксанен, Аулікі"
10042,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10043,1973.0,Finland,"Оксанен, Аулікі"
10044,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10045,1973.0,Finland,"Рінтала, Пааво"
10046,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10047,1973.0,Finland,"Россі, Матті"
10048,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10049,1973.0,Finland,"Россі, Матті"
10050,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10051,1973.0,Finland,"Россі, Матті"
10052,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10053,1973.0,Finland,"Саарітса, Пентті"
10054,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10055,1973.0,Finland,"Сінерво, Ельві"
10056,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10057,1973.0,Finland,"Туртіайнен, Арво"
10058,,,
10059,,,
10060,,,
10061,,,
10062,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10063,1973.0,Finland,"Форс, Ханс"
10064,,,
10065,,,
10066,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10067,1973.0,Finland,"Хульден, Ларс"
10068,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10069,1973.0,Finland,"Хульден, Ларс"
10070,1973.0,L. I. Brezhnev (1964 - 1982),Finland
10071,1973.0,Finland,"Хяллі, Матті"
10072,1986.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10073,1986.0,France. French Literature,"Алле, Альфонс"
10074,1986.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10075,1986.0,France. French Literature,"Алле, Альфонс"
10076,1986.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10077,1986.0,France. French Literature,"Алле, Альфонс"
10078,1986.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10079,1986.0,France. French Literature,"Алле, Альфонс"
10080,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10081,1961.0,France. French Literature,"Аполлінер, Гійом"
10082,1970.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10083,1970.0,France. French Literature,"Аполлінер, Гійом"
10084,1972.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10085,1972.0,France. French Literature,"Аполлінер, Гійом"
10086,1981.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10087,1981.0,France. French Literature,"Аполлінер, Гійом"
10088,1965.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10089,1965.0,France. French Literature,"Аполлінер, Гійом"
10090,1983.0,Y. V. Andropov (1982 - 1984),France. French Literature
10091,1983.0,France. French Literature,"Аполлінер, Гійом"
10092,1967.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10093,1967.0,France. French Literature,"Арагон, Луї"
10094,1982.0,Y. V. Andropov (1982 - 1984),France. French Literature
10095,1982.0,France. French Literature,"Арагон, Луї"
10096,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10097,1961.0,France. French Literature,"Арагон, Луї"
10098,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10099,1961.0,France. French Literature,"Арагон, Луї"
10100,1958.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10101,1958.0,France. French Literature,"Арагон, Луї"
10102,1978.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10103,1978.0,France. French Literature,"Арагон, Луї"
10104,1980.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10105,1980.0,France. French Literature,"Арагон, Луї"
10106,1985.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10107,1985.0,France. French Literature,"Арагон, Луї"
10108,1968.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10109,1968.0,France. French Literature,"Арагон, Луї"
10110,1984.0,Y. V. Andropov (1982 - 1984),France. French Literature
10111,1984.0,France. French Literature,"Базен, Ерве"
10112,1983.0,Y. V. Andropov (1982 - 1984),France. French Literature
10113,1983.0,France. French Literature,"Базен, Ерве"
10114,1981.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10115,1981.0,France. French Literature,"Базен, Ерве"
10116,1981.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10117,1981.0,France. French Literature,"Базен, Ерве"
10118,1990.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10119,1990.0,France. French Literature,"Бальзак, Оноре де"
10120,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10121,1961.0,France. French Literature,"Барб’є, Огюст"
10122,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10123,1961.0,France. French Literature,"Барб’є, Огюст"
10124,1928.0,J. V. Stalin (1922 - 1952),France. French Literature
10125,1928.0,France. French Literature,"Барбюс, Анрі"
10126,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10127,1961.0,France. French Literature,"Барбюс, Анрі"
10128,1927.0,J. V. Stalin (1922 - 1952),France. French Literature
10129,1927.0,France. French Literature,"Барбюс, Анрі"
10130,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10131,1966.0,France. French Literature,"Бассіс, Анрі"
10132,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10133,1966.0,France. French Literature,"Бассіс, Анрі"
10134,1973.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10135,1973.0,France. French Literature,"Батай, Мішель"
10136,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10137,1961.0,France. French Literature,"Белло, Ремі"
10138,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10139,1961.0,France. French Literature,"Беранже, П’єр-Жан"
10140,1980.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10141,1980.0,France. French Literature,"Беранже, П’єр-Жан"
10142,,,
10143,,,
10144,1963.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10145,1963.0,France. French Literature,"Беранже, П’єр-Жан"
10146,1963.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10147,1963.0,France. French Literature,"Беранже, П’єр-Жан"
10148,1986.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10149,1986.0,France. French Literature,"Бержере, Ів"
10150,1982.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10151,1982.0,France. French Literature,"Бернанос, Жорж"
10152,1960.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10153,1960.0,France. French Literature,"Блок, Жан-Рішар"
10154,1972.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10155,1972.0,France. French Literature,"Бодлер, Шарль"
10156,1972.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10157,1972.0,France. French Literature,"Бодлер, Шарль"
10158,1981.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10159,1981.0,France. French Literature,"Бодлер, Шарль"
10160,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10161,1961.0,France. French Literature,"Бодлер, Шарль"
10162,1976.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10163,1976.0,France. French Literature,"Бодлер, Шарль"
10164,,,
10165,,,
10166,,,
10167,,,
10168,,,
10169,,,
10170,,,
10171,,,
10172,,,
10173,,,
10174,1989.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10175,1989.0,France. French Literature,"Бодлер, Шарль"
10176,,,
10177,,,
10178,1989.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10179,1989.0,France. French Literature,"Бодлер, Шарль"
10180,1980.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10181,1980.0,France. French Literature,"Боер, Анна-Марія"
10182,1990.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10183,1990.0,France. French Literature,"Боске, Ален"
10184,1988.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10185,1988.0,France. French Literature,Буало П’єр & Нарсежак Том
10186,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10187,1961.0,France. French Literature,"Буало-Депрео, Ніколя"
10188,1984.0,Y. V. Andropov (1982 - 1984),France. French Literature
10189,1984.0,France. French Literature,"Буланже, Данієль"
10190,1982.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10191,1982.0,France. French Literature,"Буланже, Данієль"
10192,1990.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10193,1990.0,France. French Literature,"Буль, П’єр"
10194,1985.0,K. U. Chernenko (1984 - 1985),France. French Literature
10195,1985.0,France. French Literature,"Буль, П’єр"
10196,1984.0,Y. V. Andropov (1982 - 1984),France. French Literature
10197,1984.0,France. French Literature,"Бютор,Мішель"
10198,1960.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10199,1960.0,France. French Literature,"Вайян-Кутюр’є, Поль"
10200,1976.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10201,1976.0,France. French Literature,"Валері, Поль"
10202,1981.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10203,1981.0,France. French Literature,"Валері, Поль"
10204,1932.0,J. V. Stalin (1922 - 1952),France. French Literature
10205,1932.0,France. French Literature,"Валлес, Жюль"
10206,1985.0,K. U. Chernenko (1984 - 1985),France. French Literature
10207,1985.0,France. French Literature,"Валлес, Жюль"
10208,,,
10209,,,
10210,1985.0,K. U. Chernenko (1984 - 1985),France. French Literature
10211,1985.0,France. French Literature,"Валлес, Жюль"
10212,,,
10213,,,
10214,1985.0,K. U. Chernenko (1984 - 1985),France. French Literature
10215,1985.0,France. French Literature,"Валлес, Жюль"
10216,,,
10217,,,
10218,1985.0,K. U. Chernenko (1984 - 1985),France. French Literature
10219,1985.0,France. French Literature,"Валлес, Жюль"
10220,,,
10221,,,
10222,1971.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10223,1971.0,France. French Literature,"Валлес, Жюль"
10224,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10225,1966.0,France. French Literature,"Верде, Андре"
10226,1981.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10227,1981.0,France. French Literature,"Верлен, Поль"
10228,1981.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10229,1981.0,France. French Literature,"Верлен, Поль"
10230,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10231,1961.0,France. French Literature,"Верлен, Поль"
10232,1984.0,Y. V. Andropov (1982 - 1984),France. French Literature
10233,1984.0,France. French Literature,"Версель, Роже"
10234,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10235,1961.0,France. French Literature,"Війон, Франсуа"
10236,1964.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10237,1964.0,France. French Literature,"Війон, Франсуа"
10238,1968.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10239,1968.0,France. French Literature,"Війон, Франсуа"
10240,1971.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10241,1971.0,France. French Literature,"Війон, Франсуа"
10242,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10243,1961.0,France. French Literature,"Вільдрак, Шарль"
10244,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10245,1961.0,France. French Literature,"Вільдрак, Шарль"
10246,1932.0,J. V. Stalin (1922 - 1952),France. French Literature
10247,1932.0,France. French Literature,"Вільом, Максим"
10248,1931.0,J. V. Stalin (1922 - 1952),France. French Literature
10249,1931.0,France. French Literature,"Вільом, Максим"
10250,1976.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10251,1976.0,France. French Literature,"Віо,Теофіль де"
10252,1976.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10253,1976.0,France. French Literature,"Віо,Теофіль де"
10254,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10255,1961.0,France. French Literature,"Віо,Теофіль де"
10256,1979.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10257,1979.0,France. French Literature,"Вольтер, Франсуа"
10258,1979.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10259,1979.0,France. French Literature,"Вольтер, Франсуа"
10260,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10261,1961.0,France. French Literature,"Вольтер, Франсуа"
10262,1970.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10263,1970.0,France. French Literature,"Вольтер, Франсуа"
10264,1958.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10265,1958.0,France. French Literature,"Гамарра, П’єр"
10266,1976.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10267,1976.0,France. French Literature,"Гамарра, П’єр"
10268,1980.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10269,1980.0,France. French Literature,"Гамарра, П’єр"
10270,1968.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10271,1968.0,France. French Literature,"Гамарра, П’єр"
10272,1987.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10273,1987.0,France. French Literature,"Гарі, Ромен"
10274,1983.0,Y. V. Andropov (1982 - 1984),France. French Literature
10275,1983.0,France. French Literature,"Гарі, Ромен"
10276,1983.0,Y. V. Andropov (1982 - 1984),France. French Literature
10277,1983.0,France. French Literature,"Гарі, Ромен"
10278,1981.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10279,1981.0,France. French Literature,"Гарі, Ромен"
10280,1963.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10281,1963.0,France. French Literature,"Герен (Ґерен), Шарль"
10282,1968.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10283,1968.0,France. French Literature,"Гі Каду, Рене"
10284,1968.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10285,1968.0,France. French Literature,"Гі Каду, Рене"
10286,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10287,1961.0,France. French Literature,"Гіль, Рене"
10288,1976.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10289,1976.0,France. French Literature,"Гільвік (Гійєвік), Єжен"
10290,,,
10291,,,
10292,1972.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10293,1972.0,France. French Literature,"Гільвік (Гійєвік), Єжен"
10294,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10295,1966.0,France. French Literature,"Гільвік (Гійєвік), Єжен"
10296,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10297,1966.0,France. French Literature,"Гільвік (Гійєвік), Єжен"
10298,1960.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10299,1960.0,France. French Literature,"Гові, Жорж"
10300,,,
10301,,,
10302,,,
10303,,,
10304,,,
10305,,,
10306,1960.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10307,1960.0,France. French Literature,"Гові, Жорж"
10308,,,
10309,,,
10310,,,
10311,,,
10312,,,
10313,,,
10314,1960.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10315,1960.0,France. French Literature,"Гові, Жорж"
10316,,,
10317,,,
10318,,,
10319,,,
10320,,,
10321,,,
10322,1960.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10323,1960.0,France. French Literature,"Гові, Жорж"
10324,,,
10325,,,
10326,,,
10327,,,
10328,,,
10329,,,
10330,1960.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10331,1960.0,France. French Literature,"Гові, Жорж"
10332,,,
10333,,,
10334,,,
10335,,,
10336,,,
10337,,,
10338,1960.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10339,1960.0,France. French Literature,"Гові, Жорж"
10340,,,
10341,,,
10342,,,
10343,,,
10344,,,
10345,,,
10346,1980.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10347,1980.0,France. French Literature,"Гомес-Аркос, Агустін"
10348,1980.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10349,1980.0,France. French Literature,"Гомес-Аркос, Агустін"
10350,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10351,1961.0,France. French Literature,"Готьє, Теофіль"
10352,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10353,1961.0,France. French Literature,"Готьє, Теофіль"
10354,1987.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10355,1987.0,France. French Literature,"Греньє, Роже"
10356,1984.0,Y. V. Andropov (1982 - 1984),France. French Literature
10357,1984.0,France. French Literature,"Гуго, Анрі"
10358,1985.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10359,1985.0,France. French Literature,"Гюго (Гюґо), Віктор"
10360,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10361,1961.0,France. French Literature,"Гюго (Гюґо), Віктор"
10362,1985.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10363,1985.0,France. French Literature,"Гюго (Гюґо), Віктор"
10364,1977.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10365,1977.0,France. French Literature,"Гюго (Гюґо), Віктор"
10366,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10367,1961.0,France. French Literature,"Деборд-Вальмор, Марселіно"
10368,1967.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10369,1967.0,France. French Literature,"Дево, Раймон"
10370,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10371,1961.0,France. French Literature,"Дезож’є, Марк-Антуан"
10372,1971.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10373,1971.0,France. French Literature,Деккер
10374,1990.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10375,1990.0,France. French Literature,"Делорм, Моріс"
10376,1990.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10377,1990.0,France. French Literature,"Дельвай, Бернар"
10378,1926.0,J. V. Stalin (1922 - 1952),France. French Literature
10379,1926.0,France. French Literature,"Делюк, Луї"
10380,1968.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10381,1968.0,France. French Literature,"Деснос, Робер"
10382,1980.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10383,1980.0,France. French Literature,"Деснос, Робер"
10384,1980.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10385,1980.0,France. French Literature,"Деснос, Робер"
10386,1991.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10387,1991.0,France. French Literature,"Дефорж, Режіна"
10388,1991.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10389,1991.0,France. French Literature,"Дефорж, Режіна"
10390,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10391,1961.0,France. French Literature,"Дешан, Есташ"
10392,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10393,1961.0,France. French Literature,"Дідро, Дені"
10394,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10395,1961.0,France. French Literature,"Дідро, Дені"
10396,1958.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10397,1958.0,France. French Literature,"Добжинський, Шарль"
10398,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10399,1961.0,France. French Literature,"Добжинський, Шарль"
10400,1984.0,Y. V. Andropov (1982 - 1984),France. French Literature
10401,1984.0,France. French Literature,"Дрюон, Моріс"
10402,1965.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10403,1965.0,France. French Literature,"Дрюон, Моріс"
10404,1965.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10405,1965.0,France. French Literature,"Дрюон, Моріс"
10406,1965.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10407,1965.0,France. French Literature,"Дрюон, Моріс"
10408,,,
10409,,,
10410,1965.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10411,1965.0,France. French Literature,"Дрюон, Моріс"
10412,,,
10413,,,
10414,1962.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10415,1962.0,France. French Literature,"Дрюон, Моріс"
10416,1984.0,K. U. Chernenko (1984 - 1985),France. French Literature
10417,1984.0,France. French Literature,"Дрюон, Моріс"
10418,,,
10419,,,
10420,1963.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10421,1963.0,France. French Literature,"Дю Белле, Жоашен (Жоакен)"
10422,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10423,1966.0,France. French Literature,"Дю Белле, Жоашен (Жоакен)"
10424,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10425,1961.0,France. French Literature,"Дю Белле, Жоашен (Жоакен)"
10426,1975.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10427,1975.0,France. French Literature,"Дю Белле, Жоашен (Жоакен)"
10428,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10429,1961.0,France. French Literature,"Дюпон, П’єр"
10430,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10431,1961.0,France. French Literature,"Екушар-Лебрен, Понс-Дені"
10432,1965.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10433,1965.0,France. French Literature,"Елюар, Поль"
10434,,,
10435,,,
10436,1958.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10437,1958.0,France. French Literature,"Елюар, Поль"
10438,1958.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10439,1958.0,France. French Literature,"Елюар, Поль"
10440,1980.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10441,1980.0,France. French Literature,"Елюар, Поль"
10442,1985.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10443,1985.0,France. French Literature,"Елюар, Поль"
10444,1972.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10445,1972.0,France. French Literature,"Елюар, Поль"
10446,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10447,1961.0,France. French Literature,"Елюар, Поль"
10448,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10449,1961.0,France. French Literature,"Елюар, Поль"
10450,1988.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10451,1988.0,France. French Literature,"Еме, Марсель"
10452,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10453,1961.0,France. French Literature,"Еме, Марсель"
10454,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10455,1966.0,France. French Literature,"Емманюель, П’єр"
10456,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10457,1966.0,France. French Literature,"Емманюель, П’єр"
10458,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10459,1961.0,France. French Literature,"Ередіа, Жозе-Марі де"
10460,1972.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10461,1972.0,France. French Literature,"Ередіа, Жозе-Марі де"
10462,1983.0,Y. V. Andropov (1982 - 1984),France. French Literature
10463,1983.0,France. French Literature,"Ередіа, Жозе-Марі де"
10464,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
