,year,source,target
10465,1966.0,France. French Literature,"Ередіа, Жозе-Марі де"
10466,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10467,1966.0,France. French Literature,"Ередіа, Жозе-Марі де"
10468,1982.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10469,1982.0,France. French Literature,"Ескарпі, Робер"
10470,1968.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10471,1968.0,France. French Literature,"Жакоб, Макс"
10472,1963.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10473,1963.0,France. French Literature,"Жаміак, Ів"
10474,1986.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10475,1986.0,France. French Literature,Жіврі Крістіна & Бержере Ів
10476,1971.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10477,1971.0,France. French Literature,"Жуї, Жюль"
10478,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10479,1961.0,France. French Literature,"Інар, Гюстав"
10480,1988.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10481,1988.0,France. French Literature,"Йонеско, Ежен"
10482,1980.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10483,1980.0,France. French Literature,"Каду, Рене гі"
10484,1988.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10485,1988.0,France. French Literature,"Камю, Альбер"
10486,1972.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10487,1972.0,France. French Literature,"Камю, Альбер"
10488,1972.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10489,1972.0,France. French Literature,"Камю, Альбер"
10490,1964.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10491,1964.0,France. French Literature,"Камю, Альбер"
10492,1959.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10493,1959.0,France. French Literature,"Каналь, Жоржета Сюре"
10494,1976.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10495,1976.0,France. French Literature,"Канапа, Жан"
10496,1980.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10497,1980.0,France. French Literature,"Кассу, Жан"
10498,1982.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10499,1982.0,France. French Literature,"Кессель, Жозеф"
10500,1960.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10501,1960.0,France. French Literature,"Кессель, Патрік"
10502,,,
10503,,,
10504,1986.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10505,1986.0,France. French Literature,"Кістер, Мішель"
10506,1986.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10507,1986.0,France. French Literature,"Клавель, Бернар"
10508,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10509,1961.0,France. French Literature,"Клеман, Жан-Батіст"
10510,1979.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10511,1979.0,France. French Literature,"Клер, Рене"
10512,1979.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10513,1979.0,France. French Literature,"Клер, Рене"
10514,1989.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10515,1989.0,France. French Literature,"Кокто, Жан"
10516,1989.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10517,1989.0,France. French Literature,"Кокто, Жан"
10518,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10519,1961.0,France. French Literature,"Корнель, П’єр"
10520,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10521,1961.0,France. French Literature,"Корнель, П’єр"
10522,1969.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10523,1969.0,France. French Literature,"Крамоссель, Сюзан"
10524,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10525,1961.0,France. French Literature,"Креспі, Анрі"
10526,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10527,1966.0,France. French Literature,"Кро, Шарль"
10528,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10529,1961.0,France. French Literature,"Ламартін, Альфонс"
10530,1977.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10531,1977.0,France. French Literature,"Ларошфуко, Франсуа де"
10532,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10533,1961.0,France. French Literature,"Лафонтен, Жан де"
10534,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10535,1961.0,France. French Literature,"Лафонтен, Жан де"
10536,1981.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10537,1981.0,France. French Literature,"Лафорг, Жюль"
10538,1981.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10539,1981.0,France. French Literature,"Лафорг, Жюль"
10540,1971.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10541,1971.0,France. French Literature,"Лаффіт, Жан"
10542,,,
10543,,,
10544,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10545,1961.0,France. French Literature,"Лашамбоді, П’єр"
10546,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10547,1961.0,France. French Literature,"Лашамбоді, П’єр"
10548,1987.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10549,1987.0,France. French Literature,Леклезіо Ж.-М.-Г.
10550,1983.0,Y. V. Andropov (1982 - 1984),France. French Literature
10551,1983.0,France. French Literature,"Леконт де Ліль, Шарль-Марі"
10552,1983.0,Y. V. Andropov (1982 - 1984),France. French Literature
10553,1983.0,France. French Literature,"Леконт де Ліль, Шарль-Марі"
10554,1963.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10555,1963.0,France. French Literature,"Леконт де Ліль, Шарль-Марі"
10556,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10557,1961.0,France. French Literature,"Леконт де Ліль, Шарль-Марі"
10558,1972.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10559,1972.0,France. French Literature,"Леконт де Ліль, Шарль-Марі"
10560,1972.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10561,1972.0,France. French Literature,"Леконт де Ліль, Шарль-Марі"
10562,1988.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10563,1988.0,France. French Literature,"Леру, Гастон"
10564,1934.0,J. V. Stalin (1922 - 1952),France. French Literature
10565,1934.0,France. French Literature,"Лефевр, Раймонд"
10566,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10567,1961.0,France. French Literature,"Малерб, Франсуа де"
10568,1972.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10569,1972.0,France. French Literature,"Малларме, Стефан"
10570,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10571,1961.0,France. French Literature,"Малларме, Стефан"
10572,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10573,1961.0,France. French Literature,"Малларме, Стефан"
10574,1990.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10575,1990.0,France. French Literature,"Малле-Жоріс, Франсуаза"
10576,,,
10577,,,
10578,1990.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10579,1990.0,France. French Literature,"Малле-Жоріс, Франсуаза"
10580,,,
10581,,,
10582,1981.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10583,1981.0,France. French Literature,"Малле-Жоріс, Франсуаза"
10584,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10585,1966.0,France. French Literature,"Мамміак, Луїза"
10586,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10587,1961.0,France. French Literature,"Наваррська, Маргарита"
10588,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10589,1961.0,France. French Literature,"Марешаль, Сільвен"
10590,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10591,1961.0,France. French Literature,"Франс, Марі де"
10592,1984.0,K. U. Chernenko (1984 - 1985),France. French Literature
10593,1984.0,France. French Literature,"Марке, Габріель"
10594,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10595,1961.0,France. French Literature,"Маро, Клеман"
10596,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10597,1961.0,France. French Literature,"Маро, Клеман"
10598,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10599,1961.0,France. French Literature,"Менар, Луї"
10600,1971.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10601,1971.0,France. French Literature,"Мері, Руссель де"
10602,1974.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10603,1974.0,France. French Literature,"Мерль, Робер"
10604,1974.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10605,1974.0,France. French Literature,"Мерль, Робер"
10606,1974.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10607,1974.0,France. French Literature,"Мерль, Робер"
10608,1962.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10609,1962.0,France. French Literature,"Мерль, Робер"
10610,,,
10611,,,
10612,1962.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10613,1962.0,France. French Literature,"Мерль, Робер"
10614,,,
10615,,,
10616,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10617,1966.0,France. French Literature,"Мерль, Робер"
10618,1989.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10619,1989.0,France. French Literature,"Мерль, Робер"
10620,1989.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10621,1989.0,France. French Literature,"Мерль, Робер"
10622,1989.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10623,1989.0,France. French Literature,"Мерль, Робер"
10624,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10625,1961.0,France. French Literature,"Мерріль, Стюарт"
10626,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10627,1961.0,France. French Literature,"Мерріль, Стюарт"
10628,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10629,1961.0,France. French Literature,"Мішель, Луїза"
10630,1971.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10631,1971.0,France. French Literature,"Мішель, Луїза"
10632,1968.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10633,1968.0,France. French Literature,"Мішо, Анрі"
10634,1989.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10635,1989.0,France. French Literature,"Модіано, Патрік"
10636,,,
10637,,,
10638,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10639,1961.0,France. French Literature,"Мольєр, Жан-Батіст"
10640,1978.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10641,1978.0,France. French Literature,"Мольєр, Жан-Батіст"
10642,1963.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10643,1963.0,France. French Literature,"Мольєр, Жан-Батіст"
10644,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10645,1966.0,France. French Literature,"Моно, Франсуа"
10646,1929.0,J. V. Stalin (1922 - 1952),France. French Literature
10647,1929.0,France. French Literature,"Моран, Поль"
10648,1987.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10649,1987.0,France. French Literature,"Моріак, Франсуа"
10650,1990.0,M. S. Gorbachev (1985 - 1991),France. French Literature
10651,1990.0,France. French Literature,"Моруа, Андре"
10652,1971.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10653,1971.0,France. French Literature,"Моруа, Андре"
10654,1971.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10655,1971.0,France. French Literature,"Моруа, Андре"
10656,1971.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10657,1971.0,France. French Literature,"Моруа, Андре"
10658,1984.0,Y. V. Andropov (1982 - 1984),France. French Literature
10659,1984.0,France. French Literature,"Моруа, Андре"
10660,1977.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10661,1977.0,France. French Literature,"Моруа, Андре"
10662,1960.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10663,1960.0,France. French Literature,"Мюссе, Альфред де"
10664,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10665,1961.0,France. French Literature,"Мюссе, Альфред де"
10666,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10667,1961.0,France. French Literature,"Мюссе, Альфред де"
10668,1960.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10669,1960.0,France. French Literature,"Мюссе, Альфред де"
10670,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10671,1966.0,France. French Literature,"Натайєф, Кароліна"
10672,1983.0,Y. V. Andropov (1982 - 1984),France. French Literature
10673,1983.0,France. French Literature,"Нерваль, Жерар де"
10674,1976.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10675,1976.0,France. French Literature,"д’Обіньє, Теодор Агріппа"
10676,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10677,1961.0,France. French Literature,"д’Обіньє, Теодор Агріппа"
10678,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10679,1961.0,France. French Literature,"д’Орлеань, Шарль"
10680,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10681,1961.0,France. French Literature,"Пармелен, Елен"
10682,,,
10683,,,
10684,,,
10685,,,
10686,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10687,1961.0,France. French Literature,"Пармелен, Елен"
10688,,,
10689,,,
10690,,,
10691,,,
10692,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10693,1961.0,France. French Literature,"Парні, Еваріст-Дезіре"
10694,1978.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10695,1978.0,France. French Literature,"Паскаль, Блез"
10696,,,
10697,,,
10698,1961.0,N. S. Khrushchev (1953 - 1964),France. French Literature
10699,1961.0,France. French Literature,"Пегі, Шарль"
10700,1982.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10701,1982.0,France. French Literature,"Пейзан, Катрін"
10702,1984.0,Y. V. Andropov (1982 - 1984),France. French Literature
10703,1984.0,France. French Literature,"Пейзан, Катрін"
10704,1974.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10705,1974.0,France. French Literature,"Перрюшо, Анрі"
10706,1974.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10707,1974.0,France. French Literature,"Перрюшо, Анрі"
10708,1974.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10709,1974.0,France. French Literature,"Перрюшо, Анрі"
10710,1968.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10711,1968.0,France. French Literature,"Перс, Сен-Жон"
10712,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10713,1966.0,France. French Literature,"Перс, Сен-Жон"
10714,1966.0,L. I. Brezhnev (1964 - 1982),France. French Literature
10715,1966.0,France. French Literature,"Перс, Сен-Жон"
